student_id,gender,age,high_school_GPA,SAT_score,TOEFL_score,degree_program,extracurricular_participation,work_experience_years,volunteer_experience,sop_strength_score,lor_strength_score,financial_aid_requested,preferred_campus,admission_status
ST0320,Male,29,3.36,1442,110.0,Medicine,0,4,1.0,7,3,0,New York,1
ST0321,Female,34,3.58,1326,103.0,Medicine,0,1,0,3,6,0,Florida,1
ST0322,Other,32,2.89,1027,95.0,Business,0,4,0,1,2,0,New York,0
ST0323,Other,25,2.62,1158,113.0,Science,1,1,0,3,1,0,Illinois,0
ST0324,Other,25,2.76,1101,119.0,Engineering,1,1,1.0,2,1,1,New York,0
ST0325,Female,21,3.08,1356,92.0,Law,1,4,0,9,7,0,Florida,1
ST0326,Male,28,3.13,1040,106.0,Business,0,4,0,8,3,0,Florida,0
ST0327,Male,30,3.83,1311,92.0,Arts,0,2,1.0,2,5,0,Illinois,1
ST0328,Male,19,3.24,1450,84.0,Business,1,3,1.0,7,10,1,Texas,1
ST0329,Other,29,2.59,1328,93.0,Science,0,1,0,3,2,1,Florida,0
ST0330,Female,29,2.89,1010,116.0,Engineering,0,0,0,6,8,1,Illinois,0
ST0331,Female,17,3.08,1487,84.0,Medicine,1,0,0,5,3,0,California,0
ST0332,Male,31,3.39,1224,102.0,Arts,0,0,0,8,1,1,Florida,0
ST0333,Female,20,3.55,1159,92.0,Medicine,0,1,0,10,5,0,California,0
ST0334,Female,19,3.06,1523,97.0,Arts,1,3,0,2,9,0,Texas,1
ST0335,Male,29,2.69,1128,85.0,Science,0,1,0,10,3,0,California,0
ST0336,Other,34,2.76,1157,86.0,Medicine,1,0,1.0,3,3,0,California,0
ST0337,Male,18,2.5,1031,100.0,Arts,0,1,0,2,3,0,Texas,0
ST0338,Female,24,3.47,1022,114.0,Engineering,1,1,1.0,7,6,0,California,0
ST0339,Other,23,3.48,1093,113.0,Science,0,2,1.0,4,8,1,Florida,1
ST0340,Other,27,3.91,1033,115.0,Engineering,0,2,0,1,10,0,Florida,0
ST0341,Male,17,3.97,1357,89.0,Business,0,0,0,2,2,0,New York,0
ST0342,Female,23,3.82,1405,105.0,Arts,1,0,1.0,5,10,1,Illinois,1
ST0343,Male,25,3.69,1019,88.0,Science,1,4,1.0,1,9,0,Texas,1
ST0344,Female,29,3.96,1098,93.0,Business,0,0,0,5,7,1,Illinois,0
ST0345,Male,32,3.48,1065,89.0,Engineering,0,2,0,10,5,1,Florida,0
ST0346,Female,28,3.53,1075,112.0,Science,1,4,0,9,4,1,Illinois,1
ST0347,Male,18,3.51,1008,108.0,Engineering,1,4,0,1,6,1,California,1
ST0348,Female,34,3.86,1279,81.0,Science,0,0,1.0,2,5,0,Texas,1
ST0349,Male,29,3.06,1559,88.0,Arts,1,2,0,7,6,1,Texas,1
ST0350,Other,26,3.43,1327,103.0,Medicine,1,1,0,3,10,0,Illinois,1
ST0351,Female,23,2.76,1323,89.0,Science,0,4,1.0,10,5,0,Illinois,1
ST0352,Male,27,3.17,1285,93.0,Science,0,4,1.0,2,1,1,Illinois,0
ST0353,Male,29,2.66,1304,109.0,Law,0,2,0,9,6,1,California,1
ST0354,Male,29,2.8,1492,98.0,Science,1,1,1.0,8,7,1,New York,1
ST0355,Other,29,3.87,1392,84.0,Science,1,2,0,3,10,0,Florida,1
ST0356,Female,31,2.55,1411,114.0,Medicine,1,2,1.0,5,4,1,New York,0
ST0357,Female,33,3.64,1209,82.0,Law,0,3,1.0,8,2,0,Texas,1
ST0358,Female,22,3.69,1333,110.0,Science,1,2,1.0,8,3,0,Illinois,1
ST0359,Other,18,3.1,1324,86.0,Engineering,1,3,1.0,4,4,1,New York,1
ST0360,Male,30,3.68,1574,88.0,Business,1,3,0,5,7,0,Florida,1
ST0361,Other,29,3.53,1369,109.0,Science,0,1,1.0,7,8,1,Texas,1
ST0362,Female,18,3.39,1132,120.0,Law,0,3,1.0,10,9,1,New York,1
ST0363,Male,20,2.77,1484,88.0,Engineering,0,2,0,2,3,0,Illinois,0
ST0364,Other,17,3.64,1336,92.0,Engineering,1,4,0,2,3,1,Illinois,1
ST0365,Other,26,3.0,1311,93.0,Science,0,1,1.0,6,3,0,New York,0
ST0366,Other,33,3.33,1107,91.0,Medicine,0,3,0,2,1,1,Illinois,0
ST0367,Other,17,3.37,1237,88.0,Engineering,1,2,0,10,3,0,Illinois,1
ST0368,Female,17,2.54,1123,85.0,Law,0,3,1.0,1,6,0,New York,0
ST0369,Female,21,3.54,1356,86.0,Science,0,4,1.0,6,2,1,Texas,1
ST0370,Other,21,3.99,1252,,Science,1,0,1.0,6,9,0,Illinois,1
ST0371,Male,23,3.46,1313,100.0,Engineering,0,2,1.0,3,7,1,California,1
ST0372,Male,30,3.73,1038,116.0,Law,1,0,1.0,9,7,1,New York,1
ST0373,Female,23,3.61,1112,100.0,Business,0,0,0,9,4,0,Florida,0
ST0374,Male,27,3.69,1054,116.0,Business,1,2,,4,10,1,Texas,1
ST0375,Female,29,2.75,1388,115.0,Arts,0,1,0,1,7,1,Texas,0
ST0376,Other,20,2.59,1488,117.0,Engineering,0,3,,7,2,0,California,1
ST0377,Male,21,3.37,1194,102.0,Engineering,0,2,1.0,9,4,0,California,1
ST0378,Female,27,3.38,1054,98.0,Engineering,1,3,0,1,1,0,Florida,0
ST0379,Male,25,3.03,1477,111.0,Business,1,4,0,2,10,0,Illinois,1
ST0380,Other,33,3.04,1112,93.0,Science,1,4,0,3,7,1,Florida,1
ST0381,Female,27,3.62,1032,81.0,Business,1,0,1.0,10,2,1,Illinois,0
ST0382,Other,22,3.38,1192,96.0,Arts,1,1,1.0,3,4,0,Florida,0
ST0383,Other,22,3.07,1193,107.0,Business,1,1,0,3,3,0,Illinois,0
ST0384,Female,27,3.45,1020,109.0,Law,0,3,0,4,10,1,Texas,1
ST0385,Female,25,3.08,1307,102.0,Medicine,1,1,0,3,6,1,New York,0
ST0386,Female,24,3.88,1069,104.0,Business,0,0,0,10,7,0,Illinois,0
ST0387,Other,28,3.54,1172,102.0,Law,0,3,1.0,3,8,0,Illinois,1
ST0388,Male,26,3.15,1459,108.0,Law,1,3,0,9,5,1,Illinois,1
ST0389,Male,26,3.06,1197,97.0,Science,1,4,1.0,8,5,1,Illinois,1
ST0390,Female,21,3.15,1581,108.0,Medicine,0,2,1.0,3,5,0,California,1
ST0391,Male,23,3.65,1597,109.0,Science,1,2,0,9,4,1,California,1
ST0392,Other,33,3.3,1482,100.0,Business,1,0,0,6,3,1,Illinois,1
ST0393,Male,33,3.72,1242,100.0,Medicine,0,3,1.0,3,2,0,California,1
ST0394,Female,32,3.36,1500,111.0,Arts,0,4,1.0,4,8,1,Texas,1
ST0395,Other,27,3.42,1125,90.0,Law,1,0,0,9,9,0,New York,0
ST0396,Male,22,2.97,1586,94.0,Engineering,0,0,0,2,1,1,New York,0
ST0397,Other,23,3.73,1366,111.0,Medicine,0,4,0,5,2,0,California,1
ST0398,Other,32,3.92,1083,104.0,Law,0,4,0,6,5,0,Florida,1
ST0399,Female,19,2.73,1414,101.0,Business,0,2,0,9,5,1,Illinois,1
ST0400,Female,25,3.53,1329,110.0,Business,1,1,1.0,6,6,1,Florida,1
ST0401,Male,31,3.03,1050,108.0,Law,1,3,0,10,5,1,New York,1
ST0402,Female,32,2.61,1074,113.0,Engineering,1,2,0,9,7,1,Florida,0
ST0403,Other,34,3.94,1088,99.0,Medicine,1,0,0,1,4,0,New York,0
ST0404,Other,17,3.65,1149,103.0,Medicine,0,2,0,7,8,1,California,1
ST0405,Male,34,3.3,1404,113.0,Business,0,2,0,4,8,1,Texas,1
ST0406,Female,33,3.44,1262,88.0,Medicine,1,2,0,3,3,1,Texas,1
ST0407,Other,27,3.72,1112,120.0,Medicine,0,3,1.0,1,5,0,New York,1
ST0408,Male,29,3.06,1202,80.0,Law,1,1,0,5,4,1,New York,0
ST0409,Other,21,3.11,1501,114.0,Science,0,0,1.0,4,6,0,Texas,0
ST0410,Male,17,3.72,1373,106.0,Medicine,1,0,0,7,3,0,Texas,1
ST0411,Male,27,3.14,1582,92.0,Arts,1,3,1.0,7,9,1,California,1
ST0412,Female,24,3.35,1307,87.0,Law,1,2,1.0,9,7,1,Texas,1
ST0413,Other,17,3.7,1151,118.0,Law,1,3,0,7,3,1,New York,1
ST0414,Female,29,3.71,1224,113.0,Science,0,4,0,3,8,1,Florida,1
ST0415,Other,19,3.13,1551,118.0,Law,0,3,0,8,4,1,New York,1
ST0416,Male,30,2.83,1369,93.0,Arts,0,3,0,5,4,0,Illinois,1
ST0417,Female,33,3.5,1083,119.0,Arts,0,2,1.0,8,6,0,California,1
ST0418,Female,17,3.75,1304,94.0,Engineering,1,1,1.0,4,6,1,California,1
ST0419,Other,31,3.63,1241,86.0,Engineering,0,2,1.0,2,6,1,New York,0
ST0420,Female,26,2.84,1566,83.0,Arts,0,2,0,1,1,0,Texas,0
ST0421,Female,32,2.99,1130,111.0,Law,1,4,1.0,4,5,1,New York,1
ST0422,Other,22,3.37,1558,88.0,Science,1,2,0,5,2,0,Florida,1
ST0423,Male,22,2.91,1421,85.0,Arts,0,2,1.0,8,2,0,New York,0
ST0424,Female,26,3.16,1274,112.0,Business,0,3,1.0,1,10,1,Florida,1
ST0425,Male,24,2.51,1274,80.0,Engineering,0,1,0,7,2,1,Florida,0
ST0426,Female,25,2.65,1506,91.0,Law,1,2,0,3,1,1,Florida,0
ST0427,Female,26,3.45,1577,98.0,Medicine,1,4,1.0,10,4,1,Florida,1
ST0428,Male,22,3.48,1170,91.0,Medicine,1,1,0,8,6,1,New York,0
ST0429,Other,21,3.47,1521,118.0,Science,1,2,0,7,5,1,Florida,1
ST0430,Female,32,2.56,1509,97.0,Arts,0,0,0,2,9,1,Florida,0
ST0431,Male,26,3.84,1315,119.0,Business,0,0,1.0,8,7,0,California,1
ST0432,Other,34,3.15,1010,116.0,Law,0,0,0,5,9,0,Florida,0
ST0433,Female,21,2.99,1014,111.0,Law,1,4,1.0,2,6,0,California,0
ST0434,Female,33,3.61,1456,114.0,Science,0,0,1.0,8,4,0,Texas,1
ST0435,Female,23,3.73,1471,111.0,Engineering,0,1,0,5,3,1,New York,1
ST0436,Other,21,3.27,1174,102.0,Engineering,0,4,0,6,5,1,New York,0
ST0437,Female,28,3.07,1225,82.0,Engineering,1,4,1.0,5,1,1,Illinois,0
ST0438,Other,29,2.71,1059,100.0,Business,1,3,0,2,3,1,Florida,0
ST0439,Male,23,3.23,1003,90.0,Science,0,4,0,2,1,0,California,0
ST0440,Other,25,2.61,1070,118.0,Science,0,3,0,2,4,0,Illinois,0
ST0441,Other,26,3.63,1240,119.0,Engineering,0,1,0,10,10,1,Florida,1
ST0442,Other,29,3.29,1356,89.0,Business,1,1,0,9,10,1,Texas,1
ST0443,Female,31,2.62,1489,107.0,Law,0,1,0,7,6,0,New York,0
ST0444,Male,25,2.58,1073,88.0,Law,0,1,1.0,1,5,0,California,0
ST0445,Other,31,3.05,1179,96.0,Arts,0,4,1.0,9,8,0,California,1
ST0446,Male,18,3.86,1003,114.0,Business,0,1,1.0,9,5,1,Texas,1
ST0447,Female,18,3.9,1084,112.0,Law,0,1,0,4,8,0,Texas,0
ST0448,Female,20,3.19,1278,98.0,Arts,1,2,0,9,1,1,Illinois,1
ST0449,Other,20,2.83,1206,116.0,Science,0,2,1.0,1,7,1,New York,0
ST0450,Male,19,3.28,1204,105.0,Science,1,1,0,3,6,0,Florida,1
ST0451,Female,19,2.7,1154,90.0,Engineering,1,3,1.0,5,1,1,Illinois,0
ST0452,Female,26,3.77,1452,110.0,Arts,0,0,1.0,7,9,0,Texas,1
ST0453,Other,34,2.85,1472,92.0,Law,0,4,1.0,8,7,0,Florida,1
ST0454,Male,19,3.9,1388,86.0,Business,1,1,0,6,10,0,New York,1
ST0455,Female,20,2.9,1400,104.0,Arts,1,4,1.0,7,6,1,Florida,1
ST0456,Other,22,3.82,1253,117.0,Law,1,3,0,3,9,0,Florida,1
ST0457,Male,21,2.93,1448,86.0,Engineering,1,4,0,8,2,0,California,1
ST0458,Other,34,2.83,1036,119.0,Engineering,1,4,0,5,10,0,Florida,1
ST0459,Female,32,3.5,1275,112.0,Engineering,1,3,,7,3,0,Texas,1
ST0460,Other,24,3.09,1256,99.0,Science,1,4,1.0,9,7,0,Illinois,1
ST0461,Female,32,3.89,1522,109.0,Medicine,0,0,1.0,3,7,0,Florida,1
ST0462,Female,19,2.74,1588,104.0,Arts,0,2,0,6,6,1,Illinois,1
ST0463,Female,28,3.93,1345,94.0,Science,0,2,1.0,1,4,1,Texas,1
ST0464,Female,21,2.59,1035,88.0,Engineering,1,0,1.0,3,1,1,Illinois,0
ST0465,Female,31,3.63,1266,92.0,Business,0,4,1.0,3,4,1,Illinois,1
ST0466,Male,21,2.6,1543,94.0,Arts,1,4,0,4,9,0,Illinois,1
ST0467,Female,32,3.84,1136,80.0,Science,1,4,0,1,9,0,Illinois,1
ST0468,Other,33,3.92,1089,83.0,Medicine,1,4,1.0,5,3,0,Illinois,1
ST0469,Other,27,2.94,1114,92.0,Engineering,0,2,0,1,2,0,Texas,0
ST0470,Female,31,2.6,1576,94.0,Engineering,0,2,1.0,3,2,1,Florida,0
ST0471,Male,18,3.57,1086,115.0,Business,0,1,0,7,7,1,Texas,0
ST0472,Male,18,3.36,1368,104.0,Law,1,2,0,8,10,1,California,1
ST0473,Female,31,3.24,1461,120.0,Law,1,3,0,1,7,0,Illinois,1
ST0474,Female,29,3.97,1420,106.0,Medicine,1,0,0,4,1,1,Florida,1
ST0475,Female,29,3.57,1313,117.0,Business,1,2,1.0,3,3,0,California,1
ST0476,Male,34,2.77,1495,81.0,Science,1,3,0,5,7,0,Florida,1
ST0477,Female,25,3.45,1089,95.0,Law,1,4,0,9,3,0,Illinois,1
ST0478,Female,28,3.82,1375,111.0,Medicine,0,3,0,4,4,1,Florida,1
ST0479,Male,23,3.68,1124,93.0,Arts,0,2,1.0,3,7,1,New York,1
ST0480,Male,34,2.59,1078,91.0,Business,0,4,0,1,5,0,Florida,0
ST0481,Female,21,3.6,1270,102.0,Law,1,4,1.0,3,1,0,New York,1
ST0482,Other,17,3.77,1043,97.0,Medicine,1,2,0,3,7,0,California,0
ST0483,Male,19,2.61,1082,91.0,Engineering,0,4,1.0,4,9,0,New York,0
ST0484,Male,26,3.38,1032,116.0,Engineering,0,2,1.0,2,10,0,Florida,0
ST0485,Female,34,3.16,1039,84.0,Engineering,0,4,0,3,8,0,New York,0
ST0486,Other,31,3.76,1133,106.0,Business,1,3,0,4,3,0,Florida,1
ST0487,Female,32,2.97,1582,90.0,Medicine,1,3,1.0,5,8,0,Florida,1
ST0488,Female,22,3.32,1089,100.0,Law,1,1,0,5,8,1,California,0
ST0489,Female,27,2.62,1508,92.0,Business,1,0,0,5,7,0,California,0
ST0490,Female,27,3.58,1031,112.0,Engineering,1,4,0,8,1,0,Texas,1
ST0491,Other,32,3.95,1119,106.0,Engineering,0,3,0,7,9,0,California,1
ST0492,Female,26,3.3,1535,86.0,Business,0,4,1.0,3,9,1,California,1
ST0493,Male,25,3.99,1544,106.0,Law,0,3,0,6,10,1,California,1
ST0494,Other,27,3.79,1433,98.0,Law,1,3,1.0,3,2,0,Florida,1
ST0495,Male,23,4.0,1597,100.0,Arts,1,2,0,5,2,1,California,1
ST0496,Female,20,3.98,1191,116.0,Business,1,3,1.0,9,4,1,Texas,1
ST0497,Male,18,3.04,1225,114.0,Medicine,0,1,0,9,8,1,Texas,0
ST0498,Female,20,3.53,1358,118.0,Law,0,1,1.0,1,4,1,Florida,1
ST0499,Male,29,2.8,1600,100.0,Law,0,0,1.0,1,3,1,California,0
ST0500,Other,19,3.03,1467,106.0,Arts,1,0,1.0,8,3,1,New York,1
ST0501,Male,19,2.64,1342,109.0,Arts,0,0,1.0,7,6,0,Illinois,0
ST0502,Other,20,3.3,1042,110.0,Science,0,1,1.0,7,8,1,California,0
ST0503,Female,21,3.29,1036,96.0,Business,0,1,1.0,3,4,0,Texas,0
ST0504,Male,32,3.95,1351,107.0,Medicine,1,2,0,2,1,0,Texas,1
ST0505,Male,25,2.68,1339,88.0,Medicine,1,1,1.0,7,5,1,New York,0
ST0506,Male,22,2.57,1170,105.0,Law,1,1,0,5,2,1,Florida,0
ST0507,Female,25,2.6,1438,112.0,Medicine,0,3,1.0,1,3,0,California,1
ST0508,Female,33,3.43,1552,101.0,Law,1,4,1.0,5,7,1,New York,1
ST0509,Female,24,3.3,1349,102.0,Arts,1,3,1.0,1,5,0,New York,1
ST0510,Female,19,3.37,1413,104.0,Law,1,1,1.0,6,10,0,California,1
ST0511,Male,32,3.84,1028,108.0,Science,1,4,0,7,4,0,New York,1
ST0512,Other,23,3.02,1139,115.0,Engineering,0,2,0,5,4,0,Texas,0
ST0513,Female,19,2.73,1406,84.0,Medicine,1,2,1.0,1,2,0,Texas,0
ST0514,Male,19,3.78,1376,84.0,Medicine,0,0,0,3,4,1,Illinois,1
ST0515,Female,29,3.23,1040,100.0,Science,0,0,0,9,4,0,Illinois,0
ST0516,Female,28,3.38,1099,119.0,Arts,1,2,1.0,2,10,0,Illinois,1
ST0517,Male,22,3.77,1080,90.0,Science,0,4,0,5,3,1,Texas,1
ST0518,Female,17,3.3,1383,117.0,Science,1,0,0,3,3,1,New York,0
ST0519,Female,34,3.59,1317,119.0,Medicine,1,4,0,7,4,1,Texas,1
ST0520,Male,28,3.01,1298,85.0,Business,0,1,1.0,7,7,0,New York,0
ST0521,Male,27,3.68,1460,,Science,0,3,0,8,9,0,New York,1
ST0522,Male,27,2.63,1141,106.0,Arts,0,4,1.0,9,7,1,New York,0
ST0523,Other,26,2.62,1523,97.0,Science,0,1,1.0,6,3,1,New York,0
ST0524,Other,32,3.25,1157,98.0,Law,1,0,0,6,5,0,New York,0
ST0525,Male,26,3.62,1056,119.0,Arts,0,4,0,10,8,0,California,1
ST0526,Male,18,2.69,1255,108.0,Medicine,1,4,0,3,6,1,Florida,0
ST0527,Other,33,2.69,1448,103.0,Science,0,2,0,5,6,1,New York,0
ST0528,Male,33,3.79,1141,91.0,Arts,0,0,1.0,8,4,0,New York,1
ST0529,Other,29,2.89,1052,87.0,Engineering,0,4,1.0,3,3,0,California,0
ST0530,Female,18,3.96,1531,91.0,Law,1,0,0,6,5,1,Illinois,1
ST0531,Male,31,3.97,1471,115.0,Business,0,3,0,5,8,1,New York,1
ST0532,Other,32,2.59,1082,81.0,Law,1,2,0,3,2,1,California,0
ST0533,Female,29,3.07,1191,106.0,Law,0,3,1.0,3,7,1,Florida,1
ST0534,Female,32,2.59,1028,104.0,Engineering,1,0,1.0,6,7,0,Texas,0
ST0535,Female,21,2.8,1338,116.0,Law,0,2,0,3,7,1,Florida,0
ST0536,Other,22,3.98,1522,86.0,Arts,0,2,1.0,5,1,1,California,1
ST0537,Female,19,3.53,1524,97.0,Business,1,2,0,4,9,1,Florida,1
ST0538,Other,24,3.09,1009,90.0,Business,1,3,0,10,9,0,Texas,0
ST0539,Female,30,2.61,1350,94.0,Science,1,2,1.0,8,6,1,Texas,1
ST0540,Female,21,2.89,1287,101.0,Medicine,1,4,0,4,7,1,New York,1
ST0541,Male,19,3.41,1246,89.0,Law,1,2,1.0,9,10,1,California,1
ST0542,Other,23,3.94,1085,91.0,Business,0,3,0,9,7,1,California,0
ST0543,Female,26,3.66,1031,120.0,Arts,1,0,1.0,6,6,0,Illinois,0
ST0544,Other,20,3.85,1062,109.0,Business,0,3,0,1,3,0,Florida,0
ST0545,Other,31,3.84,1220,109.0,Science,0,4,1.0,10,4,0,Illinois,1
ST0546,Female,17,2.88,1526,82.0,Medicine,0,0,1.0,9,3,1,Illinois,0
ST0547,Female,32,3.6,1400,81.0,Law,1,0,0,6,3,0,Florida,0
ST0548,Female,18,3.35,1478,85.0,Arts,0,2,0,8,5,1,Texas,1
ST0549,Other,32,3.26,1047,116.0,Arts,1,1,1.0,10,3,0,Texas,0
ST0550,Female,34,3.39,1369,95.0,Science,0,3,0,2,4,1,Illinois,1
ST0551,Male,20,3.71,1463,86.0,Science,1,3,1.0,1,6,0,New York,1
ST0552,Other,19,3.11,1262,80.0,Arts,0,1,1.0,3,9,0,New York,0
ST0553,Other,31,3.7,1428,112.0,Arts,0,4,0,8,4,0,New York,1
ST0554,Male,20,3.25,1537,115.0,Arts,0,3,1.0,5,7,0,California,1
ST0555,Female,33,3.7,1171,90.0,Law,1,2,1.0,1,8,1,Illinois,1
ST0556,Other,20,2.92,1530,110.0,Science,0,3,1.0,6,9,0,New York,1
ST0557,Other,19,3.65,1406,120.0,Arts,1,3,0,4,2,0,Florida,1
ST0558,Male,30,2.52,1404,88.0,Business,1,3,1.0,4,3,0,Illinois,0
ST0559,Female,26,3.73,1387,89.0,Arts,0,0,1.0,2,2,1,California,1
ST0560,Female,32,3.2,1094,100.0,Engineering,1,2,0,9,1,0,New York,0
ST0561,Female,17,3.04,1324,105.0,Medicine,0,2,0,9,9,1,California,1
ST0562,Female,32,2.87,1555,119.0,Medicine,1,1,0,2,4,0,Texas,1
ST0563,Female,34,2.98,1313,108.0,Law,0,0,1.0,5,3,1,Florida,0
ST0564,Female,31,2.51,1238,115.0,Business,0,4,1.0,4,10,1,California,1
ST0565,Other,26,3.53,1288,92.0,Arts,1,4,0,8,10,1,California,1
ST0566,Other,30,2.84,1219,95.0,Business,1,1,0,7,7,1,Texas,0
ST0567,Male,18,3.23,1588,88.0,Science,0,3,0,4,9,0,California,1
ST0568,Female,33,3.52,1135,106.0,Medicine,1,3,1.0,6,1,1,Texas,1
ST0569,Male,31,2.98,1073,106.0,Arts,0,0,1.0,6,3,0,Illinois,0
ST0570,Other,17,3.46,1105,120.0,Business,1,1,0,7,1,1,Texas,1
ST0571,Other,29,2.66,1490,102.0,Medicine,1,1,1.0,8,8,1,Florida,1
ST0572,Female,17,2.74,1480,106.0,Medicine,1,3,0,3,2,0,California,1
ST0573,Other,32,2.69,1274,115.0,Engineering,1,3,1.0,9,4,0,Florida,1
ST0574,Male,33,3.22,1303,106.0,Law,1,2,0,5,8,1,Illinois,1
ST0575,Female,19,3.09,1411,104.0,Medicine,0,0,1.0,3,5,1,Texas,0
ST0576,Female,26,3.93,1407,100.0,Law,0,0,1.0,5,10,1,California,1
ST0577,Male,34,3.45,1422,,Arts,0,3,0,2,5,0,New York,1
ST0578,Female,34,3.32,1033,101.0,Science,0,0,0,9,10,1,Illinois,0
ST0579,Male,29,2.7,1312,85.0,Arts,0,3,1.0,7,3,1,Texas,0
ST0580,Male,28,3.99,1431,89.0,Law,0,1,0,5,5,1,California,1
ST0581,Male,20,2.61,1284,112.0,Medicine,1,1,1.0,8,3,1,California,1
ST0582,Male,33,2.9,1239,107.0,Engineering,0,0,0,7,2,0,Illinois,0
ST0583,Other,19,3.41,1375,119.0,Business,1,4,0,5,6,1,Texas,1
ST0584,Male,28,3.55,1316,113.0,Law,0,0,0,7,2,1,California,0
ST0585,Other,26,3.63,1285,82.0,Science,0,1,0,5,8,1,Florida,1
ST0586,Other,27,2.72,1422,112.0,Engineering,0,1,1.0,4,3,1,New York,0
ST0587,Female,20,3.55,1224,101.0,Science,1,0,0,8,6,1,California,1
ST0588,Female,32,3.27,1137,81.0,Engineering,0,1,0,6,9,0,Illinois,0
ST0589,Female,24,3.53,1421,119.0,Business,0,1,1.0,3,3,0,Illinois,1
ST0590,Female,17,2.91,1424,92.0,Engineering,1,0,1.0,9,4,0,Texas,0
ST0591,Male,34,3.93,1371,117.0,Medicine,1,4,1.0,8,5,0,Texas,1
ST0592,Other,20,2.73,1305,99.0,Business,1,0,0,6,6,0,Florida,0
ST0593,Male,30,3.65,1106,96.0,Business,0,4,1.0,8,2,1,California,1
ST0594,Other,32,3.78,1083,110.0,Medicine,1,2,0,10,6,0,California,1
ST0595,Male,23,3.75,1195,113.0,Science,1,4,1.0,6,5,0,Illinois,1
ST0596,Other,26,3.17,1146,104.0,Medicine,1,0,1.0,3,2,0,New York,0
ST0597,Other,22,3.23,1510,102.0,Arts,1,2,1.0,3,1,1,New York,1
ST0598,Other,22,3.85,1497,94.0,Science,0,0,1.0,7,4,1,New York,1
ST0599,Female,30,2.89,1305,108.0,Science,1,3,1.0,2,3,1,Texas,1
ST0600,Female,24,3.26,1385,112.0,Science,1,2,0,7,1,0,Florida,1
ST0601,Male,26,3.33,1092,91.0,Engineering,0,0,1.0,5,7,0,Florida,0
ST0602,Other,32,2.52,1157,86.0,Law,0,1,1.0,4,2,0,Florida,0
ST0603,Male,18,3.83,1280,111.0,Arts,0,2,0,9,6,0,Illinois,1
ST0604,Female,28,3.72,1384,108.0,Arts,1,4,0,9,1,1,Texas,1
ST0605,Other,20,3.96,1089,116.0,Arts,0,4,0,3,5,0,Texas,1
ST0606,Female,29,2.67,1362,101.0,Law,0,1,0,10,3,1,New York,0
ST0607,Male,18,2.93,1454,109.0,Medicine,1,3,1.0,7,9,0,Texas,1
ST0608,Other,25,3.79,1381,110.0,Business,0,2,0,1,8,1,Texas,1
ST0609,Female,34,3.75,1049,86.0,Business,1,1,0,3,1,1,Florida,0
ST0610,Female,17,2.53,1218,84.0,Engineering,0,0,1.0,7,4,0,New York,0
ST0611,Male,21,3.79,1055,111.0,Medicine,0,0,1.0,9,3,0,Texas,0
ST0612,Other,20,3.81,1480,88.0,Medicine,1,2,1.0,2,5,0,California,1
ST0613,Female,20,2.8,1205,118.0,Engineering,0,0,1.0,7,1,0,New York,0
ST0614,Other,32,3.28,1034,80.0,Medicine,1,3,1.0,6,9,0,Florida,0
ST0615,Female,31,3.47,1199,116.0,Medicine,1,0,1.0,9,5,1,Illinois,1
ST0616,Male,28,2.73,1137,101.0,Arts,1,4,1.0,9,1,0,California,1
ST0617,Female,27,2.93,1230,118.0,Arts,1,0,0,8,9,1,Texas,0
ST0618,Male,33,3.51,1289,107.0,Science,1,4,1.0,2,3,1,California,1
ST0619,Male,31,2.9,1517,114.0,Law,0,0,0,6,8,0,Illinois,1
ST0620,Male,22,2.5,1201,110.0,Science,1,2,0,8,1,1,Florida,0
ST0621,Female,34,2.55,1351,101.0,Science,0,1,1.0,6,3,1,Illinois,0
ST0622,Male,18,3.07,1345,96.0,Arts,0,4,1.0,10,5,1,New York,1
ST0623,Male,18,2.71,1178,83.0,Engineering,0,0,0,6,4,1,California,0
ST0624,Female,22,3.01,1168,96.0,Law,1,3,1.0,4,3,1,California,0
ST0625,Other,27,3.42,1208,95.0,Business,0,2,0,10,2,1,California,0
ST0626,Female,26,3.94,1398,117.0,Arts,0,3,1.0,3,5,0,Texas,1
ST0627,Other,30,3.0,1565,97.0,Arts,1,2,1.0,4,2,0,Texas,1
ST0628,Male,30,3.51,1377,92.0,Medicine,0,2,0,9,2,1,Texas,1
ST0629,Male,23,2.98,1466,109.0,Business,0,0,,8,1,1,Florida,0
ST0630,Male,34,2.55,1400,119.0,Medicine,0,0,1.0,3,8,0,California,1
ST0631,Male,27,3.32,1432,103.0,Medicine,0,1,1.0,4,9,0,Florida,1
ST0632,Other,19,3.93,1018,81.0,Science,1,2,0,7,3,0,Florida,0
ST0633,Male,26,2.96,1518,96.0,Arts,1,4,0,4,8,0,Illinois,1
ST0634,Male,21,3.48,1037,112.0,Arts,1,3,0,6,8,0,Texas,1
ST0635,Male,31,3.2,1226,107.0,Business,1,1,0,9,5,0,Texas,1
ST0636,Other,26,3.82,1361,110.0,Science,0,4,0,8,4,1,California,1
ST0637,Male,24,2.86,1467,105.0,Science,1,2,0,8,3,0,New York,1
ST0638,Male,31,3.78,1076,99.0,Business,0,3,1.0,5,1,0,California,1
ST0639,Other,22,3.9,1523,90.0,Business,0,3,1.0,6,5,1,Illinois,1
ST0640,Female,33,3.78,1413,110.0,Law,1,3,1.0,2,2,0,Florida,1
